GID,tkw,testw,length,width,Hard,Prot,SDS,tkw_scale
284303,48,78,6.87,3.14,58,15.7,20,-0.595226442
189189,44.6,79.9,6.95,2.96,62,15.7,20,-0.902928442
284216,47.6,75.4,7.13,3.28,56,15.7,20,-0.749077442
374378,44.3,79.8,6.82,3.02,53,15.7,20,-0.395220141
374646,50.3,75.4,7.46,3.22,48,15.7,20,1.681768359
375687,47.5,74.5,7.37,3.16,48,15.7,20,-1.410636742
188412,46.2,74.3,7.55,3.14,48,15.7,20,-1.287555942
187889,38.3,75.1,6.82,3.02,56,15.6,20,-0.887543342
187755,46.4,72.1,7.59,3.05,53,15.6,20,0.897128259
336477,39.2,75.9,6.18,3.07,47,15.6,20,-1.641413242
187682,48.4,77.9,7.36,3.15,53,15.5,20,-0.533686042
188349,41.7,75.3,7.34,3.01,52,15.5,20,-0.472145642
188672,45,76,7.16,3.05,49,15.5,20,-1.256785742
375993,47.7,75.9,7.53,3.13,48,15.5,20,-1.287555942
187560,47.9,75.5,7.26,3.18,59,15.4,20,1.681768359
374092,48.3,77.7,7.01,3.18,58,15.4,20,1.250985559
187556,50,72.3,7.56,3.2,54,15.4,20,-1.041394342
283128,52.1,73.9,7.31,3.3,49,15.4,20,-0.425990341
189865,40.4,74.2,6.96,2.93,58,15.4,20,-1.395251642
375434,44.4,76.3,7.06,3.04,54,15.4,20,0.835587859
190191,38.5,74.8,6.98,2.74,53,15.4,20,-0.210598941
187887,49.1,75.5,6.92,3.39,50,15.3,20,-0.010592641
188341,41.6,75,6.82,2.97,60,15.3,20,0.204798759
375704,44.2,74.7,7.23,3.09,58,15.3,20,0.189413659
375689,50.6,75.9,7.29,3.34,57,15.3,20,-0.364449941
188052,46.3,74.9,6.93,3.39,55,15.3,20,-0.364449941
188286,43.4,77.9,7,3.03,54,15.3,20,-0.872158242
284305,49.2,77.5,7.21,3.1,56,15.2,20,-1.087549642
188640,40.8,80,6.54,2.99,54,15.2,20,0.312494459
187848,42.9,75.9,6.88,3.11,55,15.1,20,2.358712759
283777,43,76.4,6.74,3.1,49,15.1,20,1.604842859
375583,51.2,78.9,6.77,3.14,41,15.1,20,1.035594159
187647,41.5,75.7,6.84,3.21,53,15,20,0.143258359
190711,41.8,78.8,6.73,2.99,53,15,20,0.358649759
187998,35.7,76,6.49,2.91,51,15,20,1.158674959
187628,41.7,76.3,6.83,3.17,51,14.9,20,1.435606759
375746,38.25,80.3,6.07,3.11,50,14.8,20,1.050979259
2437377,45,75.8,7.29,2.97,59,14.7,20,1.851004459
188472,42.4,78,6.58,3.05,55,14.7,20,1.589457759
375015,48.9,77.4,7.11,3.26,49,14.7,20,0.450960359
283968,48.2,78.5,6.86,3.14,43,14.7,20,-0.764462542
375719,49.8,74.1,7.34,3.25,54,14.6,20,-0.749077442
2437410,50.3,77,7.66,3.19,51,14.6,20,1.743308759
283639,53.1,77,6.99,3.42,50,14.6,20,1.050979259
187489,33.6,73.5,6.47,2.96,52,14.5,20,0.974053759
373793,38.9,78.7,6.27,3.03,51,13.7,20,1.574072659
188246,39.9,78.1,6.65,2.88,55,13.6,20,2.051010759
375714,53.45,76.95,7.54,3.17,41,13.6,20,2.143321359
187742,40.1,72.4,7.42,2.88,55,18.3,20.5,2.281787259
374609,37.2,71.6,6.94,3.02,54,17.9,20.5,1.989470359
374631,39.9,68.5,7.655,2.9,51,17.9,20.5,0.681736859
188018,39.6,69.7,7.29,2.89,51,17.8,20.5,2.204861759
190814,38,72.2,6.98,2.62,50,17.7,20.5,-1.856804642
374139,38.9,73.8,6.94,2.88,58,17.6,20.5,-0.441375442
188244,37.3,73.1,6.89,2.81,60,17.5,20.5,0.727892159
189068,46.2,69.4,7.56,2.86,56,17.5,20.5,0.004792459
319285,46.3,74.5,7.03,3.15,47,17.5,20.5,1.374066359
188425,41.5,71.1,7.33,2.98,60,17.4,20.5,1.543302459
188086,38.8,72.6,7.1,2.87,52,17.4,20.5,1.743308759
187676,38.3,72.9,7.26,2.84,58,17.3,20.5,1.743308759
373991,46.9,76.1,7.39,3.1,57,17.3,20.5,-0.933698642
189647,39.3,78.2,6.85,2.97,46,17.3,20.5,1.497147159
187946,41.4,72.8,7.15,3.06,61,17.2,20.5,1.897159759
187510,36.2,71.4,6.95,2.97,61,17.2,20.5,2.066395859
187692,42.6,75.9,6.73,3.28,50,17.2,20.5,1.343296159
189222,32.9,73.4,6.53,2.81,63,17.1,20.5,1.127904759
189811,43.1,76.9,6.87,3,54,17,20.5,-0.272139341
283778,44.2,76.2,6.96,3.04,43,17,20.5,-1.287555942
188601,37,73.3,6.64,2.88,63,16.9,20.5,-0.133673441
188218,50.8,74.9,7.2,3.37,60,16.9,20.5,0.666351759
188330,41.6,74.5,7.01,3.15,53,16.9,20.5,0.235568959
375835,48.2,68.8,7.685,3.03,54,16.9,20.5,1.004823959
188093,45.1,75,7.05,3.31,53,16.8,20.5,0.712507059
308254,43,74.6,6.75,3.21,50,16.8,20.5,0.189413659
373986,43.8,78,7.02,3.11,49,16.7,20.5,0.712507059
374359,41.1,75.6,7.33,2.78,56,16.7,20.5,0.804817659
187776,44,70,7.51,3.1,54,16.7,20.5,-1.133704942
188117,42.6,75.8,7.26,2.85,59,16.6,20.5,0.989438859
188526,37.8,66.4,7.28,2.9,58,16.6,20.5,0.574041159
187544,52.1,76.3,7.33,3.24,55,16.6,20.5,0.266339159
190142,41.1,76.7,6.91,3.06,53,16.6,20.5,0.297109359
187712,35.1,72.7,6.91,2.85,63,16.5,20.5,1.466376959
189755,41.9,77.6,6.7,3.02,54,16.5,20.5,2.57410416
189808,42.3,75,7.24,2.79,54,16.5,20.5,0.727892159
188061,48.4,74.3,7.75,3.11,52,16.5,20.5,0.974053759
188028,45.3,74.3,7.51,3,51,16.5,20.5,1.620227959
187562,39.6,74,7,3.04,58,16.4,20.5,2.62025946
375666,50.9,78,7.03,3.4,58,16.4,20.5,0.989438859
189004,37.5,73.9,7.09,2.75,64,16.3,20.5,0.404805059
283598,42.3,75.3,6.78,3.09,47,16.3,20.5,0.527885859
190728,32.8,79.5,5.64,2.9,47,16.3,20.5,0.435575259
189077,34.9,72,6.72,2.87,64,16.2,20.5,0.050947759
187794,40.9,73.4,7.27,2.83,59,16.2,20.5,0.035562659
338067,40.8,75.6,6.11,3.19,47,16.2,20.5,0.774047459
189245,40.2,76.1,6.94,2.94,61,16.1,20.5,1.004823959
189927,45.5,78.4,6.82,3.11,53,16.1,20.5,-1.272170842
189683,55.9,78.15,7.205,3.48,42,16.1,20.5,0.558656059
188026,43.2,75.9,7.36,2.98,57,16,20.5,0.743277259
375205,37.2,71.8,7.2,2.86,51,16,20.5,-0.718307242
375461,36.95,69,7.39,2.765,49,16,20.5,0.297109359
317951,43.2,79.9,6.03,3.34,48,16,20.5,-0.964468842
189225,43.8,74.5,7.19,2.99,58,15.9,20.5,-1.010624142
375832,33.4,73.3,6.54,2.85,58,15.9,20.5,-0.441375442
189892,44.1,79.2,6.89,3.06,54,15.9,20.5,-0.149058541
375451,33.1,77.7,5.66,3,64,15.8,20.5,0.250954059
188092,38,74.2,6.75,2.9,57,15.8,20.5,-0.749077442
188596,42.5,71.4,7.19,2.9,57,15.7,20.5,-1.595257942
187502,42.3,77.3,7.13,2.9,55,15.7,20.5,0.235568959
283838,52.9,76.5,7.74,3.22,43,15.7,20.5,-0.010592641
187699,46.9,79.1,7.18,3.06,60,15.6,20.5,-0.179828741
187823,50.1,72.9,7.47,3.31,59,15.6,20.5,0.389419959
190140,48,77.8,6.7,3.44,47,15.6,20.5,-1.333711242
188441,44.6,77.6,6.38,3.18,59,15.5,20.5,0.220183859
189094,43.5,75.1,7.24,2.96,59,15.5,20.5,0.404805059
188339,45.1,77.7,6.76,3.18,54,15.5,20.5,0.020177559
187858,40.5,72.4,7.23,3.04,53,15.5,20.5,-1.056779442
188056,49.6,76.9,7.24,3.33,51,15.5,20.5,-1.426021842
336479,41.4,78.7,6.21,3.09,48,15.5,20.5,-1.395251642
188816,42.4,78.5,6.69,3.06,60,15.4,20.5,-0.410605241
187555,49.6,72.2,7.61,3.21,56,15.4,20.5,-0.702922142
188421,34.2,69.1,6.85,2.91,55,15.4,20.5,-1.364481442
374472,43.5,78.4,6.76,3.1,58,15.4,20.5,-0.826002942
187523,43.5,78,7.16,2.92,58,15.3,20.5,0.235568959
187930,44.7,74.5,7.28,3.07,56,15.3,20.5,0.297109359
189991,39.4,78.1,6.65,2.95,52,15.3,20.5,-0.318294641
188009,36,76.3,6.64,2.9,61,15.2,20.5,-0.179828741
283105,45.1,79,6.98,2.98,58,15.2,20.5,-0.379835041
374941,45.6,76,6.98,3.38,56,15.2,20.5,-1.272170842
374992,44.6,77,6.64,3.39,42,15.2,20.5,0.989438859
187906,43.6,76.1,6.89,3.08,57,15.1,20.5,-1.164475142
283312,52.2,76.3,7.64,3.19,46,15.1,20.5,-1.287555942
188376,40.6,77.7,6.61,2.96,57,15,20.5,-0.779847642
187814,47,76.7,7.21,3.23,49,15,20.5,0.512500759
318550,42.3,78.4,6.27,3.23,47,15,20.5,-0.949083742
187805,47.3,75.8,7.64,2.98,62,14.9,20.5,2.066395859
187666,35.7,80,6,3.09,51,14.9,20.5,1.097134559
187662,44.9,74.9,7.61,3.01,54,14.8,20.5,0.435575259
373903,46.7,76.2,7.28,3.07,46,14.8,20.5,0.466345459
188989,40.4,76.6,6.82,2.88,64,14.7,20.5,-0.179828741
187605,53.7,73.8,7.1,3.66,53,14.7,20.5,-0.441375442
375457,32.7,72.4,6.7,2.7,60,14.6,20.5,-0.887543342
187892,56,76.8,7.79,3.14,55,14.6,20.5,-0.410605241
375766,37.4,79.2,6,3.06,49,14.6,20.5,-0.733692342
188415,38.6,76.8,6.35,2.99,53,14.4,20.5,-0.487530742
375767,45.1,79.5,6.5,3.27,40,14.4,20.5,-0.349064841
375591,42.9,78.3,6.81,3.1,48,14.3,20.5,-0.133673441
375547,38.8,74.1,6.74,2.94,53,14.1,20.5,-0.687537042
284354,46.4,78.9,6.79,3.15,51,14.1,20.5,-0.902928442
187749,34.8,69.1,7.28,2.84,61,18.7,21,-1.302941042
188384,36.8,74.7,6.88,2.89,58,18.7,21,-0.749077442
188469,32.9,65.5,6.99,2.9,54,18.7,21,-1.241400642
283812,37.3,76.2,6.92,2.91,53,18.2,21,-0.364449941
375842,48,72.7,7.56,2.89,58,18,21,-1.949115242
283830,39.1,76.2,6.78,2.93,50,17.9,21,-1.964500342
188336,27.6,69.9,6.51,2.61,64,17.8,21,-1.333711242
187609,38.8,73.5,7.18,2.87,61,17.8,21,-1.656798342
187607,36.8,76.3,6.98,2.84,59,17.8,21,-0.133673441
188521,38.8,69.8,6.96,2.96,56,17.7,21,-0.887543342
283109,45.7,77.3,6.6,3.42,49,17.7,21,-0.472145642
375594,42.8,73,6.67,3.23,46,17.7,21,0.343264659
373872,37.8,77.1,6.63,2.86,58,17.6,21,0.127873259
187978,37.6,71.4,7.04,2.96,58,17.4,21,0.681736859
187587,43.2,69.6,7.45,3.01,55,17.4,21,0.604811359
189804,40.9,76.8,6.93,2.9,54,17.3,21,-1.272170842
374516,42.5,77.8,6.96,2.87,56,17.2,21,0.143258359
188374,42,70.7,7.45,2.97,61,17.1,21,0.958668659
188327,32.8,74.9,6.69,2.68,50,17.1,21,0.158643459
283116,37.3,74.5,7.08,2.81,56,17.1,21,0.466345459
190173,37.8,78.4,6.64,2.94,52,17.1,21,1.389451459
283183,32.7,73.5,6.52,2.77,58,17,21,1.112519659
375779,48.1,75.3,7.53,3.18,52,17,21,0.881743159
190134,44.2,77.3,6.93,3.15,46,17,21,0.020177559
187874,41.3,72.6,7.27,2.94,56,16.9,21,-0.672151942
188982,38,75.9,7.03,2.65,55,16.9,21,-0.225984041
190669,34.9,77.6,6.48,2.89,48,16.9,21,-0.487530742
190150,38.5,70.3,7.16,2.75,60,16.8,21,0.174028559
190056,50.9,79,7.06,3.21,57,16.8,21,1.097134559
188894,45,76.4,7.44,2.94,56,16.8,21,0.374034859
188096,35.5,72.6,6.64,2.91,54,16.8,21,-0.041362841
190158,43.5,77.6,7.02,2.97,50,16.8,21,0.404805059
336483,38.3,79.3,6.05,3.17,46,16.8,21,-0.856773142
187996,42.1,74.7,6.95,3.03,57,16.7,21,-0.318294641
187606,41.5,70.4,7.64,2.92,55,16.7,21,1.466376959
283158,46.3,74.7,7.69,2.89,53,16.7,21,-0.595226442
283449,37.2,74.4,6.82,2.83,50,16.7,21,-0.702922142
375017,47.9,77,7.07,3.28,47,16.7,21,0.266339159
188545,36,69.8,6.75,2.88,63,16.6,21,-0.379835041
187518,40.4,78.5,6.79,3.07,58,16.6,21,0.097103059
187528,50.9,73.1,7.32,3.48,57,16.6,21,-0.164443641
283178,37.2,73.3,6.87,2.93,58,16.6,21,0.266339159
188493,37.1,76.7,6.41,2.92,56,16.5,21,2.358712759
187588,45.2,74.5,7.25,3.07,53,16.5,21,2.004855459
189851,52.1,72.3,7.88,3.09,50,16.5,21,0.250954059
188957,35,78.4,6.54,2.76,55,16.4,21,-0.872158242
187579,40.1,72.5,7.13,2.99,54,16.4,21,-1.872189742
375511,53.75,78.05,6.93,3.425,47,16.4,21,0.066332859
283748,46.7,76.6,7.06,3.08,46,16.4,21,0.097103059
189046,39.4,76.3,7.12,2.8,62,16.3,21,0.204798759
188507,39.4,74.1,7.23,2.85,55,16.3,21,-0.902928442
190036,42.7,80.2,6.7,2.97,51,16.3,21,2.327942559
308011,44.7,71.8,7,3.32,49,16.2,21,1.727923659
190804,35.9,73.8,6.9,2.69,58,16.2,21,1.666383259
190059,49.9,77.1,7.36,3.05,51,16.2,21,0.250954059
374398,42.7,78.7,6.62,3.14,48,16.2,21,0.743277259
318173,35.7,80,5.95,3.03,48,16.2,21,1.789464059
187763,39.6,70.9,7.24,3.16,54,16.1,21,0.297109359
187983,44.2,75,7.34,2.97,53,16.1,21,0.204798759
374693,50,73.7,7.44,3.37,49,16.1,21,0.481730559
284068,49.5,77,6.91,3.26,43,16.1,21,1.727923659
187585,43.1,76.3,7.45,2.85,59,16,21,-1.641413242
2437263,35.5,71.4,7.03,2.89,56,16,21,-1.102934742
188820,40.9,75.8,6.78,2.91,53,16,21,-0.887543342
188500,50.9,77.6,7.33,3.18,52,16,21,-1.456792042
2437248,40.9,76,6.81,3.16,51,16,21,-1.318326142
284262,41.8,73.2,7.36,2.97,56,15.9,21,-0.779847642
188172,45,74,7.13,3.17,51,15.9,21,-1.810649342
375791,54.7,76,7.07,3.58,47,15.9,21,-1.549102642
190278,43.9,77.9,6.96,3.06,52,15.9,21,0.589426259
319955,42.3,76.9,6.44,3.2,48,15.9,21,0.266339159
336476,41,78.7,6.27,3.17,46,15.9,21,0.035562659
189872,45.2,79.1,6.91,3.01,53,15.8,21,1.004823959
189246,43.9,78.8,7,2.95,54,15.8,21,0.020177559
190116,39.5,75.7,6.94,2.86,51,15.8,21,-1.133704942
189624,42.9,77.4,7.13,2.97,47,15.8,21,-1.010624142
375295,40,75.2,6.87,2.97,47,15.8,21,1.866389559
308007,38.1,79.5,6,3.16,42,15.8,21,0.574041159
190277,42.2,78.5,6.73,3.03,53,15.7,21,1.281755759
318548,45,78,6.835,3.055,42,15.7,21,1.004823959
187709,48.2,76,7.21,3.32,59,15.6,21,0.497115659
189392,44.9,76.6,7.16,3.09,56,15.6,21,-1.379866542
188029,43.7,73.3,7.53,2.99,54,15.6,21,0.604811359
187987,49.9,77.8,7.15,3.24,53,15.6,21,-0.272139341
189632,42.1,78.5,6.96,2.84,48,15.6,21,-0.225984041
189084,40.1,74.8,6.67,3.07,62,15.5,21,0.112488159
187656,47.3,73.3,7.4,3.31,50,15.5,21,0.604811359
189909,43.5,79,6.81,3.05,54,15.4,21,0.420190159
188187,43.1,75.2,6.96,3.2,53,15.4,21,-0.041362841
189210,39,74.3,6.69,2.98,62,15.3,21,-0.379835041
375037,36.3,73.5,7.19,2.78,57,15.3,21,0.527885859
374108,35.3,79.8,6.18,2.95,47,15.3,21,1.281755759
187705,57.1,76,7.21,3.68,51,15.2,21,2.281787259
188048,51.7,75.5,6.96,3.51,51,15.2,21,0.620196459
188174,46.9,72.9,7.35,3.2,51,15.2,21,0.281724259
188434,37.8,78.8,6.29,2.98,57,15.1,21,-0.379835041
187485,42.2,78.1,6.83,3.03,54,15.1,21,1.158674959
375772,47.7,79.3,6.86,3.29,47,15.1,21,1.158674959
375773,53.3,76.7,7.36,3.35,46,15.1,21,0.589426259
187850,51.7,74.9,7.32,3.35,58,15,21,1.281755759
188848,46.1,76.2,7.06,3.22,53,15,21,0.866358059
187501,40.1,76.5,6.96,2.94,57,14.9,21,0.850972959
188698,51.2,75.5,7.03,3.38,60,14.8,21,0.712507059
188377,43.2,76,6.55,3.28,56,14.8,21,-1.487562242
188988,38.9,78.9,6.65,2.95,56,14.8,21,-1.687568542
375518,53.5,77.7,7.42,3.41,47,14.8,21,0.543270959
189869,45.2,78,6.86,3.08,53,14.7,21,1.389451459
375582,54.1,77.75,7.305,3.275,47,14.6,21,-0.764462542
188549,35.2,71.3,6.66,2.84,63,14.3,21,-0.779847642
188331,36.3,77.4,6.18,2.97,53,13.6,21,0.297109359
374935,34.8,76.5,6.39,2.9,52,16.8,21.2,-1.102934742
319784,45.8,71,7.07,3.42,49,17.9,21.5,-0.364449941
190098,36.7,74.8,6.73,2.75,52,17.8,21.5,0.158643459
190137,39.7,71.6,7.26,2.96,50,17.8,21.5,-0.872158242
187464,28.7,68.1,6.63,2.65,60,17.7,21.5,0.158643459
187541,40.3,76.9,6.73,3.07,52,17.7,21.5,-0.195213841
374768,36.1,73.3,6.99,2.74,57,17.6,21.5,-0.149058541
283742,43.3,78.3,6.77,2.95,42,17.6,21.5,0.604811359
374171,42.2,73.1,7.14,2.95,56,17.5,21.5,-0.502915842
187911,36.4,67.8,6.85,3.03,59,17.4,21.5,-0.195213841
189020,40.1,76.9,6.8,2.89,65,17.3,21.5,0.204798759
188027,36.7,70.7,7.12,2.78,60,17.3,21.5,-0.410605241
188329,42.1,76.6,6.65,3.05,54,17.2,21.5,-1.379866542
188258,39.4,76.5,6.98,2.85,53,17.2,21.5,-1.379866542
187834,41.1,75.6,7.2,2.9,48,17.2,21.5,-1.302941042
190189,38.4,76.9,6.83,2.99,54,17.2,21.5,-1.056779442
189819,35.9,74.7,6.5,2.91,58,17.1,21.5,0.158643459
187457,33.9,67.3,7.31,2.71,58,17.1,21.5,-1.533717542
283163,43.1,76.7,7.1,2.9,58,17.1,21.5,-0.318294641
188945,39.6,74.8,6.86,2.94,55,17,21.5,-1.626028142
190344,32.2,69.9,6.69,2.88,59,16.9,21.5,-0.133673441
189014,44.9,75.4,7.1,3.05,56,16.9,21.5,-0.149058541
187546,44.6,71.4,7.55,3.02,57,16.9,21.5,0.512500759
189971,46.9,75.2,7.19,3.03,51,16.9,21.5,0.666351759
189221,31.5,72,6.47,2.78,65,16.8,21.5,1.112519659
375393,46.3,73.2,7.24,3.13,58,16.8,21.5,0.650966659
190792,39.9,71.8,7.44,3.01,56,16.8,21.5,-0.395220141
187960,42.6,76,6.71,3.04,53,16.8,21.5,-0.179828741
188785,38.1,70.6,6.88,2.9,53,16.8,21.5,0.174028559
374156,42.2,76.5,6.99,2.86,53,16.8,21.5,-0.318294641
283756,45.1,76.4,7.12,3.06,50,16.8,21.5,-1.426021842
189308,39.2,74.5,7.1,2.9,62,16.7,21.5,0.497115659
189301,38.7,76.7,6.9,2.89,55,16.7,21.5,1.420221659
374124,39,76.5,6.65,2.93,57,16.6,21.5,0.497115659
187729,40.1,76.8,7.04,2.9,55,16.6,21.5,-0.041362841
187985,46.5,75.8,6.87,3.19,53,16.6,21.5,-0.010592641
374917,33.7,71.9,6.47,2.83,63,16.5,21.5,0.189413659
190057,37.2,76.4,6.84,2.89,56,16.5,21.5,1.081749459
187707,39.2,76.7,6.98,2.89,55,16.5,21.5,-1.102934742
187838,45.8,76.8,7.22,3.03,54,16.5,21.5,0.881743159
190803,39.5,76.4,7.19,2.75,54,16.5,21.5,0.112488159
375690,53.4,77.3,7.28,3.44,43,16.5,21.5,0.312494459
188912,38.9,78.9,6.5,2.9,52,16.4,21.5,1.727923659
189421,37,76.3,6.62,2.86,43,16.4,21.5,1.466376959
375765,35,73,6.58,2.91,59,16.3,21.5,-0.056747941
373861,43.2,73.3,7.28,2.95,58,16.3,21.5,0.220183859
187833,44.4,77.7,7.15,2.96,56,16.3,21.5,0.004792459
283232,43.2,77.2,6.58,3.28,50,16.3,21.5,-0.087518141
375342,38.8,72,6.97,2.92,50,16.3,21.5,-0.764462542
189238,40.4,78.8,6.86,2.84,65,16.2,21.5,0.235568959
189076,35.9,72.1,6.79,2.88,63,16.2,21.5,-1.041394342
189016,43.6,73.3,7.59,2.84,63,16.2,21.5,1.081749459
374442,33.3,71.4,6.65,2.97,54,16.2,21.5,0.158643459
187522,40.9,74.8,6.68,3.06,51,16.2,21.5,1.127904759
190774,42.9,78,7.25,2.85,58,16.1,21.5,-0.487530742
188064,39.5,69.7,7.1,3.09,54,16.1,21.5,1.235600459
190000,44.5,79.1,7,2.99,54,16.1,21.5,2.404868059
374413,49.7,73,7.82,3.12,46,16.1,21.5,-1.826034442
189022,39.3,74.4,7.24,2.82,58,16,21.5,-0.549071142
284338,45.6,79,6.87,3.06,43,16,21.5,1.297140859
189282,39.8,77.1,6.89,2.85,62,15.9,21.5,0.174028559
188980,42.4,77.2,7.22,2.83,58,15.9,21.5,0.404805059
189231,49.7,76.1,7.49,3.12,52,15.9,21.5,0.066332859
283638,45.1,77.3,7.19,3.12,47,15.9,21.5,-0.441375442
283775,45.1,74.3,7.16,3.13,52,15.9,21.5,1.681768359
374534,44.9,78.4,7.23,2.92,63,15.8,21.5,0.927898459
188396,50.8,75.3,7.32,3.39,51,15.8,21.5,1.620227959
373900,54,76.7,7.03,3.31,51,15.8,21.5,1.604842859
283776,42.2,75.8,7.28,2.95,46,15.8,21.5,-0.533686042
187845,38.8,74.8,6.94,2.99,55,15.7,21.5,-0.872158242
189949,44,79.7,6.77,3.03,53,15.7,21.5,0.650966659
189152,36.3,74.8,6.62,2.92,59,15.6,21.5,-1.287555942
188940,41.4,76.3,6.87,3.01,57,15.6,21.5,0.004792459
188248,54.4,77.5,7,3.53,51,15.6,21.5,0.066332859
336478,40.7,78.3,6.31,3.13,48,15.6,21.5,-0.225984041
283625,44.4,76,7.16,2.94,41,15.6,21.5,-0.133673441
187691,40.6,74.9,7.28,2.81,61,15.5,21.5,-0.687537042
188224,52.9,75.5,7.28,3.43,58,15.5,21.5,1.466376959
187482,36.9,75.7,6.69,2.88,58,15.5,21.5,0.466345459
375524,48.6,74.8,7.25,3.22,49,15.5,21.5,0.020177559
187990,33.5,74.1,6.76,2.85,62,15.4,21.5,0.035562659
189455,26.5,72.7,6.66,2.31,60,15.4,21.5,-0.933698642
188025,50.2,74.8,7.7,3.02,53,15.4,21.5,0.281724259
189997,44.5,79,6.91,3.04,54,15.4,21.5,0.220183859
374652,49.3,74.7,7.41,3.3,51,15.4,21.5,0.774047459
189854,43.7,78.5,6.81,3.06,54,15.2,21.5,-0.302909541
190055,38.4,80.6,6.18,3.08,48,15.2,21.5,-0.149058541
189038,38.5,75,6.68,2.96,64,15.1,21.5,0.989438859
187500,42,76.9,7.09,2.91,56,15.1,21.5,1.804849159
188229,51.7,75.5,7.08,3.43,59,15,21.5,-0.564456242
187648,58.6,77.1,7.59,3.29,58,15,21.5,-0.241369141
375567,47.9,79.7,6.67,3.12,42,15,21.5,0.850972959
188163,50.3,74.8,7.1,3.4,58,14.9,21.5,0.435575259
188757,45.1,75,7.13,3.05,56,14.9,21.5,0.850972959
189723,47.2,79,6.87,3.18,52,14.9,21.5,0.266339159
374621,45.8,73.2,7.2,3.27,49,14.9,21.5,0.174028559
188237,51.3,77.3,7.29,3.25,63,14.8,21.5,-0.887543342
187458,43,78.3,7.02,2.98,61,14.8,21.5,-0.487530742
187714,43.5,76.1,7.15,3.15,54,14.7,21.5,-0.672151942
187669,38.8,79.7,6.25,3.17,51,14.5,21.5,-1.641413242
188160,53.2,76.2,7.29,3.4,60,14.4,21.5,-0.902928442
188410,47.4,81.5,6.38,3.26,57,14.4,21.5,-0.349064841
187545,40.6,70.7,7.08,3.16,55,14.3,21.5,0.081717959
373795,33.4,76.5,5.99,3.01,52,14.3,21.5,1.050979259
188239,59.4,77.4,7.64,3.25,51,14.3,21.5,-0.595226442
187903,47.2,79.1,7.66,2.86,58,14.2,21.5,-0.410605241
187599,39.7,79.1,6.4,3.09,53,13.9,21.5,0.743277259
187741,35.5,80.6,5.65,3.08,60,13.7,21.5,-0.595226442
188335,38.3,77.9,6.35,2.92,52,13.7,21.5,-1.133704942
187479,38.9,77.6,6.53,3.08,54,13.1,21.5,-1.102934742
189250,40.4,74.8,7.22,2.83,62,18.9,22,0.604811359
190129,38.3,77.1,6.66,2.99,54,18.6,22,1.158674959
188913,38.9,72.9,7.07,2.78,59,18.5,22,0.097103059
188043,53,67.6,6.87,3.13,58,18.3,22,1.404836559
190040,38,74.1,7.05,2.72,59,18.2,22,-0.364449941
187807,31.8,71,6.94,2.84,57,18.1,22,0.066332859
188012,36.1,75.5,6.76,2.74,56,17.9,22,0.897128259
374483,40.4,75.8,7.09,2.92,58,17.9,22,0.435575259
308212,34.8,70.9,7.2,2.78,49,17.9,22,-0.410605241
189346,36.2,70.2,6.94,2.84,66,17.7,22,-1.395251642
375018,37.6,74.2,6.72,2.87,48,17.6,22,2.189476659
190159,41.3,76,6.82,3.13,58,17.5,22,-0.241369141
187972,33.8,74.9,6.24,2.99,54,17.5,22,0.220183859
283833,41.1,77.7,6.93,3,52,17.5,22,-0.625996642
374689,48,77,7.28,3.18,50,17.5,22,-0.041362841
283118,49.1,77.5,7.08,3.08,56,17.4,22,0.897128259
283740,46.8,78.5,7,3.05,53,17.3,22,0.220183859
283766,43.4,77.8,7.05,2.94,52,17.2,22,1.158674959
374204,42.5,78.9,6.65,2.96,57,17.2,22,0.297109359
374741,34.5,71.2,7.27,2.67,57,17.2,22,0.650966659
189805,40.2,76.3,6.67,3.1,53,17.2,22,1.174060059
190067,40.3,73.7,7.32,2.75,53,17.2,22,1.004823959
187973,35.4,76.8,6.19,3.01,58,17.1,22,1.420221659
188956,46.1,75.6,7.38,2.84,56,17.1,22,0.374034859
188944,37.7,74.8,6.98,2.88,61,17,22,0.512500759
190177,37.3,76.2,7.05,2.75,57,17,22,0.681736859
187981,42.5,76.6,7.09,3.02,51,17,22,-0.349064841
188405,36.7,79.8,6.02,3,53,16.9,22,0.450960359
318179,44.6,77.5,6.63,3.37,42,16.9,22,0.650966659
190198,43.6,76.7,6.98,3.12,47,16.8,22,0.020177559
188102,37.6,76.9,6.88,2.83,61,16.7,22,1.081749459
188055,32.9,76.3,5.83,2.86,55,16.7,22,0.343264659
189017,40.4,74.8,7.19,2.85,62,16.6,22,-1.672183442
188496,45.8,77,7.07,3.06,56,16.6,22,1.235600459
188306,44.4,73.4,7.53,3.04,62,16.6,22,1.158674959
283144,29.6,70.8,6.72,2.67,58,16.6,22,0.804817659
375628,40.8,77.2,6.73,2.99,56,16.6,22,-0.256754241
283767,52.7,76.2,7.36,3.24,52,16.6,22,1.127904759
188494,36.8,74.5,6.89,2.89,61,16.5,22,0.589426259
187611,48.9,74.6,7.44,3.26,55,16.5,22,0.958668659
190186,40.5,77,6.76,3.14,52,16.5,22,0.604811359
308253,44.6,75,6.76,3.27,49,16.5,22,1.743308759
187475,43.6,74.4,7.51,3.05,58,16.4,22,-0.764462542
374174,44.4,74.4,7.35,2.91,58,16.4,22,-2.149121542
187975,37.4,77.2,6.28,3.03,57,16.4,22,0.281724259
